,python,jupyter,pandas,numpy,tensorflow,keras,sklearn,r,rstudio,tidyverse,java,c,c++,c#,fortran,sas,matlab,spss,stata,excel,hadoop,spark,hive,pig,scala,tableau,d3,bi,sql,nosql,mysql,postgresql,sql server,mongo,redis,cassandra,neo4j,html,css,javascript,ruby,php,api,aws,cloud,big data,machine learning,deep learning,ai,nlp,graph,data visual,predictive,model,data mining,simulation,forecast,statistic,math,computer science,economics,engineering,clearance,job,company,location,job title,Link,Employees size,Industry,Revenue,city,state
38,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=94d0c3969c62ca44&fccid=abaab01dce970bc2&vjs=3,4th-IR,"New York, NY",Data Scientist,,,,,New York,NY
47,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,https://www.indeed.com/rc/clk?jk=24b76f7b35e13949&fccid=fe404d18bb9eef1e&vjs=3,Spotify,"New York, NY 10011","Data Scientist, Marketplace – all levels",https://www.indeed.com/cmp/Spotify/,"1,001 to 5,000",Internet and Software,more than $10B (USD),New York,NY
48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,https://www.indeed.com/rc/clk?jk=e5d0b9ad778237b6&fccid=982e97e724969f2b&vjs=3,Apeel Sciences,"Santa Barbara, CA","Data Scientist Intern, Summer 2020",https://www.indeed.com/cmp/Apeel-Sciences/,2 to 10,,less than $1M (USD),Santa Barbara,CA
52,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,4,0,0,0,1,1,0,0,0,0,https://www.indeed.com/rc/clk?jk=a404da0bd71fb292&fccid=2c62e4de04b8f952&vjs=3,Nike,"New York, NY 10011",Associate Data Scientist SNKRS,https://www.indeed.com/cmp/Nike/,"10,000+",Consumer Goods and Services,more than $10B (USD),New York,NY
53,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=c92a6fbc273d30ae&fccid=4ffdd90de5b0ef8f&vjs=3,Kaplan,Remote,Data Scientist,https://www.indeed.com/cmp/Kaplan/,"10,000+",Education and Schools,$1B to $5B (USD),Remote,
62,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,https://www.indeed.com/company/Numero-Data-LLC/jobs/Junior-Data-Scientist-5c22facccba4acc8?fccid=541ba4441800d456&vjs=3,Numero Data LLC,"Herndon, VA",Jr. Data Scientist,,,,,Herndon,VA
63,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,9,0,0,0,0,1,0,0,0,2,0,1,0,3,0,https://www.indeed.com/rc/clk?jk=c2609ea2acf765f2&fccid=734cb5a01ee60f80&vjs=3,Microsoft,"Cambridge, MA 02142",MAIDAP Data Scientist- Students and Recent Graduates,https://www.indeed.com/cmp/Microsoft/,"10,000+",Internet and Software,more than $10B (USD),Cambridge,MA
64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=3be4c9943bb4ff4f&fccid=7077d7e88049c02a&vjs=3,AETNA,"New York, NY 10016",Data Scientist,https://www.indeed.com/cmp/Aetna/,"10,000+",Insurance,more than $10B (USD),New York,NY
68,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,https://www.indeed.com/rc/clk?jk=83e3f665b22e5695&fccid=f01127702f08b4dc&vjs=3,Digitalogy,"New York, NY",Data Scientist,,,,,New York,NY
69,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,6,1,1,1,1,4,0,https://www.indeed.com/rc/clk?jk=41922d3ad138c2db&fccid=fe404d18bb9eef1e&vjs=3,Spotify,"New York, NY 10011","Data Scientist, Forecasting",https://www.indeed.com/cmp/Spotify/,"1,001 to 5,000",Internet and Software,more than $10B (USD),New York,NY
78,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://www.indeed.com/rc/clk?jk=14e324dd0e02a3e0&fccid=b9d4e9eceb3ff4c0&vjs=3,Codecademy,"New York, NY","Senior Data Scientist, Experimentation",https://www.indeed.com/cmp/Codecademy/,11 to 50,,,New York,NY
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,0,"https://www.indeed.com/company/Alexis-Networks,-Inc./jobs/Data-Scientist-b3edea23de9a4b3a?fccid=61c108947ff31015&vjs=3","Alexis Networks, Inc.","Newark, NJ 07102",Data Scientist,,,,,Newark,NJ
80,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,4,1,0,1,2,0,https://www.indeed.com/rc/clk?jk=2b880d1c5395ed8d&fccid=c1099851e9794854&vjs=3,,,Data Scientist and Visualization Specialist,,,,,,
81,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,https://www.indeed.com/rc/clk?jk=042e2e82a1c3bb08&fccid=c1099851e9794854&vjs=3,Apple,"Seattle, WA",Data Scientist - Experimentation,https://www.indeed.com/cmp/Apple/,"10,000+",Computers and Electronics,more than $10B (USD),Seattle,WA
82,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,https://www.indeed.com/rc/clk?jk=042e2e82a1c3bb08&fccid=c1099851e9794854&vjs=3,Apple,"Seattle, WA",Data Scientist - Experimentation,,,,,Seattle,WA
87,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,https://www.indeed.com/rc/clk?jk=042e2e82a1c3bb08&fccid=c1099851e9794854&vjs=3,,,Data Scientist - Experimentation,https://www.indeed.com/cmp/Apple/,"10,000+",Computers and Electronics,more than $10B (USD),,
88,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,https://www.indeed.com/rc/clk?jk=042e2e82a1c3bb08&fccid=c1099851e9794854&vjs=3,,,Data Scientist - Experimentation,,,,,,
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,https://www.indeed.com/rc/clk?jk=88fab84b56e59ec8&fccid=acf34ede6ded81bd&vjs=3,Computools,"New York, NY 10028",Data Scientist,,,,,New York,NY
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,https://www.indeed.com/rc/clk?jk=88fab84b56e59ec8&fccid=acf34ede6ded81bd&vjs=3,,,Data Scientist,,,,,,
121,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,https://www.indeed.com/rc/clk?jk=7a480be0c087dddd&fccid=25b5166547bbf543&vjs=3,AT&T,"New York, NY",Associate Data Scientist,https://www.indeed.com/cmp/AT&T/,"10,000+",Telecommunications,more than $10B (USD),New York,NY
130,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,https://www.indeed.com/rc/clk?jk=caed0024edae4fd0&fccid=027d7cca25a5d14f&vjs=3,Best Buy,"Watertown, MA 02472",Data Scientist,https://www.indeed.com/cmp/Best-Buy/,"10,000+",Retail,more than $10B (USD),Watertown,MA
131,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/company/SConcept/jobs/Junior-Data-Scientist-607ad150fe41d364?fccid=70f16c38317f3a32&vjs=3,SConcept,"New York, NY",Jr. Data Scientist,,,,,New York,NY
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,0,0,1,0,https://www.indeed.com/rc/clk?jk=de31f4e306948fb3&fccid=666bf8f78401e4df&vjs=3,Yoltaz,"Los Angeles, CA",Data Scientist,,,,,Los Angeles,CA
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=2e34fe89c64ab97b&fccid=cd22d01053af7669&vjs=3,Oracle,United States,Data Scientist 1,https://www.indeed.com/cmp/Oracle/,"10,000+",Internet and Software,more than $10B (USD),United States,
137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,https://www.indeed.com/rc/clk?jk=7c9dee3385f1eb25&fccid=822bc5d9a49270ea&vjs=3,Walmart,"Hoboken, NJ 07030",DATA SCIENTIST,https://www.indeed.com/cmp/Walmart/,"10,000+",Retail,more than $10B (USD),Hoboken,NJ
153,2,0,0,0,0,0,0,3,0,0,2,2,2,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,https://www.indeed.com/rc/clk?jk=0a80eeac95f365bc&fccid=f1374be6a45f4b8a&vjs=3,Intel,"Hillsboro, OR 97124",ATTD Data Analytics and Statistical Methods - Data Scientist,https://www.indeed.com/cmp/Intel/,"10,000+",Computers and Electronics,more than $10B (USD),Hillsboro,OR
157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,https://www.indeed.com/company/Verve/jobs/Data-Scientist-80d90c56384be291?fccid=0b9d1555ca125f1d&vjs=3,Verve,"San Diego, CA",Data Scientist,,,,,San Diego,CA
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,https://www.indeed.com/company/The-Ordered-Group/jobs/Data-Scientist-Direct-Hire-6d4294505212e366?fccid=13646d083790a5b1&vjs=3,The Ordered Group,"Houston, TX",Data Scientist-Direct HIre,,,,,Houston,TX
159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,2,0,https://www.indeed.com/rc/clk?jk=7481daf125074c4a&fccid=a5b4499d9e91a5c6&vjs=3,Google,"New York, NY 10011","Product Analyst, Data Science",https://www.indeed.com/cmp/Google/,"10,000+",Internet and Software,more than $10B (USD),New York,NY
161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,2,0,https://www.indeed.com/rc/clk?jk=7481daf125074c4a&fccid=a5b4499d9e91a5c6&vjs=3,Google,"New York, NY 10011","Product Analyst, Data Science",,,,,New York,NY
195,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,3,1,1,0,2,0,https://www.indeed.com/rc/clk?jk=456d129cf140269f&fccid=c1099851e9794854&vjs=3,Apple,"Santa Clara Valley, CA 95014",Data Scientist,https://www.indeed.com/cmp/Apple/,"10,000+",Computers and Electronics,more than $10B (USD),Santa Clara Valley,CA
196,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,1,0,0,0,1,2,2,0,1,0,https://www.indeed.com/rc/clk?jk=5911c1cc49ba922f&fccid=c1099851e9794854&vjs=3,Apple,"Santa Clara Valley, CA 95014",Software Engineer/Data Scientist,https://www.indeed.com/cmp/Apple/,"10,000+",Computers and Electronics,more than $10B (USD),Santa Clara Valley,CA
200,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=e2a8b9dcd774d6f2&fccid=822bc5d9a49270ea&vjs=3,Walmart,"San Bruno, CA 94066",FY20 Intern Conversion: Data Scientist,https://www.indeed.com/cmp/Walmart/,"10,000+",Retail,more than $10B (USD),San Bruno,CA
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,https://www.indeed.com/rc/clk?jk=4cda8841c05a3bdd&fccid=761c44c17d636bfe&vjs=3,Ford Motor Company,"Palo Alto, CA",Data Scientist,https://www.indeed.com/cmp/Ford-Motor-Company/,"10,000+",Auto,more than $10B (USD),Palo Alto,CA
205,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,https://www.indeed.com/rc/clk?jk=b6a578b78f9fb644&fccid=1639254ea84748b5&vjs=3,Facebook,"New York, NY 10017","Data Scientist, Analytics - Instagram ML",https://www.indeed.com/cmp/Facebook/,"10,000+",Internet and Software,more than $10B (USD),New York,NY
209,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,https://www.indeed.com/rc/clk?jk=bc4af98337dfd21a&fccid=edae4285faf6c2f0&vjs=3,BOEING,"Bellevue, WA",Data Science & Analytics Intern (Paid) - Summer 2020,https://www.indeed.com/cmp/Boeing/,"10,000+",Aerospace and Defense,more than $10B (USD),Bellevue,WA
