,python,jupyter,pandas,numpy,tensorflow,keras,sklearn,r,rstudio,tidyverse,java,c,c++,c#,fortran,sas,matlab,spss,stata,excel,hadoop,spark,hive,pig,scala,tableau,d3,bi,sql,nosql,mysql,postgresql,sql server,mongo,redis,cassandra,neo4j,html,css,javascript,ruby,php,api,aws,cloud,big data,machine learning,deep learning,ai,nlp,graph,data visual,predictive,model,data mining,simulation,forecast,statistic,math,computer science,economics,engineering,clearance,job,company,location,job title,Link,Employees size,Industry,Revenue,city,state
858,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.indeed.com/rc/clk?jk=e81c2d9f019d78e5&fccid=0c4ab960492b3078&vjs=3,Stratus Solutions,"Springfield, VA 22152",Junior Data Scientist,https://www.indeed.com/cmp/Stratus-Solutions/,,,,Springfield,VA
859,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,2,1,0,0,0,2,2,0,0,0,https://www.indeed.com/rc/clk?jk=a79967ecb1aa8aa1&fccid=105ecfd0283f415f&vjs=3,Capgemini Government Solutions,"McLean, VA",Data Scientist/Modeler,https://www.indeed.com/cmp/Capgemini/,"10,000+",Consulting and Business Services,$5B to $10B (USD),McLean,VA
860,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,https://www.indeed.com/rc/clk?jk=eb0f28f1bb6da97d&fccid=7a40f18927f81f36&vjs=3,"DirectViz Solutions, LLC","Arlington, VA","Data Scientist-Arlington, VA-1536","https://www.indeed.com/cmp/Directviz-Solutions,-LLC/",201 to 500,,$5M to $25M (USD),Arlington,VA
861,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,1,0,https://www.indeed.com/rc/clk?jk=b59410cae51ba8ef&fccid=bd77e92c73ca8df3&vjs=3,Rent the Runway,"New York, NY",Data Scientist,https://www.indeed.com/cmp/Rent-the-Runway/,51 to 200,Consumer Goods and Services,$1M to $5M (USD),New York,NY
862,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,https://www.indeed.com/rc/clk?jk=bd146cf10a9340da&fccid=ec00141efcac3522&vjs=3,the NBA,"New York, NY 10022","Data Scientist, Basketball Integrity",https://www.indeed.com/cmp/National-Basketball-Association/,"1,001 to 5,000",Organization,,New York,NY
863,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,2,https://www.indeed.com/rc/clk?jk=8b187d1bf7c45014&fccid=8f85d798fc8269d5&vjs=3,RCG Inc,"Washington, DC 20220",Data Analyst - Scientist,,,,,Washington,DC
867,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,https://www.indeed.com/company/FairWarning/jobs/Data-Scientist-b195350d44638ffe?fccid=61d3cf66a835c5cb&vjs=3,FairWarning,"Tampa, FL",Data Scientist,,,,,Tampa,FL
868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,1,1,1,1,0,https://www.indeed.com/rc/clk?jk=937a7e88918ded30&fccid=4b5d257051285786&vjs=3,,,Data Scientist - Experimentation,,,,,,
869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,1,1,1,1,0,https://www.indeed.com/rc/clk?jk=937a7e88918ded30&fccid=4b5d257051285786&vjs=3,,,Data Scientist - Experimentation,https://www.indeed.com/cmp/Disney-Streaming-Services/,"501 to 1,000","Media, News and Publishing",,,
870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,1,1,1,1,0,https://www.indeed.com/rc/clk?jk=937a7e88918ded30&fccid=4b5d257051285786&vjs=3,Disney Streaming Services,"New York, NY",Data Scientist - Experimentation,,,,,New York,NY
871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,1,1,1,1,0,https://www.indeed.com/rc/clk?jk=937a7e88918ded30&fccid=4b5d257051285786&vjs=3,Disney Streaming Services,"New York, NY",Data Scientist - Experimentation,https://www.indeed.com/cmp/Disney-Streaming-Services/,"501 to 1,000","Media, News and Publishing",,New York,NY
872,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,https://www.indeed.com/rc/clk?jk=67aa3eb52f02d7a1&fccid=d2621f51dde471d3&vjs=3,,,Data Scientist,,,,,,
873,3,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,4,0,0,0,0,3,1,1,0,2,0,https://www.indeed.com/rc/clk?jk=e48193373bc28d8e&fccid=ff53a59bcc9cb7fd&vjs=3,Xometry Inc,"Bethesda, MD 20814",Data Scientist,,,,,Bethesda,MD
874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,9,0,1,0,1,1,0,0,1,0,https://www.indeed.com/rc/clk?jk=0ee0ae6ba0ed34f5&fccid=35d653c09c2712b6&vjs=3,NBCUniversal,"Beverly Hills, CA",Data Scientist,https://www.indeed.com/cmp/Nbcuniversal/,"10,000+","Media, News and Publishing",$5M to $25M (USD),Beverly Hills,CA
878,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=c072ba38b83c35ba&fccid=49c2e79fe3c54044&vjs=3,Tuft & Needle,Remote,Sr. Data Scientist,https://www.indeed.com/cmp/Tuft-&-Needle/,51 to 200,,,Remote,
879,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=c072ba38b83c35ba&fccid=49c2e79fe3c54044&vjs=3,Tuft & Needle,Remote,Sr. Data Scientist,,,,,Remote,
880,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=c072ba38b83c35ba&fccid=49c2e79fe3c54044&vjs=3,,,Sr. Data Scientist,https://www.indeed.com/cmp/Tuft-&-Needle/,51 to 200,,,,
881,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=c072ba38b83c35ba&fccid=49c2e79fe3c54044&vjs=3,,,Sr. Data Scientist,,,,,,
882,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,https://www.indeed.com/rc/clk?jk=64902c56e301e81b&fccid=dd66216a38e4eb38&vjs=3,Xandr,"New York, NY",Associate Data Scientist,,,,,New York,NY
883,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,https://www.indeed.com/rc/clk?jk=2c4f396d32cb4e13&fccid=896fe9e31b646edd&vjs=3,"HII-TSD formerly G2, Inc.","Fort Meade, MD",Visualizatior* - Data Scientist,,,,,Fort Meade,MD
887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,1,"https://www.indeed.com/company/Decision-Information-Resources,-Inc/jobs/Senior-Data-Analyst-dd2c85623a4989e4?fccid=5419e98bede29c48&vjs=3","Decision Information Resources, Inc","Washington, DC",Senior Data Analyst,,,,,Washington,DC
891,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,https://www.indeed.com/rc/clk?jk=caac11f35b873888&fccid=b85c5070c3d3d8c8&vjs=3,Capital One - US,"McLean, VA","Manager, Data Scientist - Card DS+",https://www.indeed.com/cmp/Capital-One/,"10,000+",Banks and Financial Services,more than $10B (USD),McLean,VA
895,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,1,1,0,0,1,https://www.indeed.com/rc/clk?jk=0a227e938be795bb&fccid=4e69f24625edd7db&vjs=3,Institute for Defense Analyses,"Washington, DC",Data Scientist - Associate,https://www.indeed.com/cmp/Institute-For-Defense-Analyses/,"1,001 to 5,000",,$100M to $500M (USD),Washington,DC
899,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,https://www.indeed.com/rc/clk?jk=2f4deff8ed266a2e&fccid=6f490438898642b2&vjs=3,Serry Systems,"Arlington, VA 22203",Data Scientist/Architect,,,,,Arlington,VA
908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0,1,1,2,1,0,0,0,https://www.indeed.com/rc/clk?jk=ad113320a7d2e442&fccid=19a18eb8591e2da7&vjs=3,"Digital Management, LLC","Washington, DC",Data Scientist*,"https://www.indeed.com/cmp/Digital-Management,-LLC/","1,001 to 5,000",Internet and Software,$500M to $1B (USD),Washington,DC
909,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,0,3,3,0,0,0,1,1,1,0,0,0,https://www.indeed.com/company/Quaxigma/jobs/Data-Scientist-3021c635a4ac77c5?fccid=a842adfd131aafdf&vjs=3,Quaxigma,"Schaumburg, IL",Data Scientist,,,,,Schaumburg,IL
913,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,0,1,1,1,0,2,0,https://www.indeed.com/rc/clk?jk=eb8c3226a9e4cecd&fccid=d46039b952140fd4&vjs=3,"Marsh & McLennan Companies, Inc.","New York, NY",Data Scientist,https://www.indeed.com/cmp/Marsh-&-Mclennan-Companies/,"10,000+",Insurance,more than $10B (USD),New York,NY
917,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,3,1,4,1,0,1,1,1,0,1,4,0,https://www.indeed.com/rc/clk?jk=bebd23832181ce80&fccid=d3a9727a2c9530d0&vjs=3,The Rock Creek Group,"Washington, DC 20036",Data Scientist,https://www.indeed.com/cmp/The-Rock-Creek-Group/,11 to 50,,$5M to $25M (USD),Washington,DC
918,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,1,0,2,0,0,1,0,0,0,5,1,https://www.indeed.com/rc/clk?jk=5e7e16cd8ba81b9a&fccid=4e041af1d0af1bc8&vjs=3,,,University - Data Scientist Consultant,,,,,,
919,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,1,0,0,0,4,2,0,0,0,2,https://www.indeed.com/rc/clk?jk=c805f0d83bbceed8&fccid=4e041af1d0af1bc8&vjs=3,Booz Allen Hamilton,"Washington, DC",Homeland Security Data Scientist,https://www.indeed.com/cmp/Booz-Allen-Hamilton/,"10,000+",Consulting and Business Services,$5B to $10B (USD),Washington,DC
923,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://www.indeed.com/company/Trinamix/jobs/Data-Scientist-6d5b87b31d28d890?fccid=47fb2fba9fb5188c&vjs=3,Trinamix,"Irvine, CA",Data Scientist,,,,,Irvine,CA
927,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=30c408d8dfb0a1a0&fccid=4bfe3b298a4925c3&vjs=3,Camris International,"Bethesda, MD 20814",Data Scientist - NIH - OD/OSMO/OSPIDA/DARB,https://www.indeed.com/cmp/Camris-International/,,Organization,,Bethesda,MD
928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,https://www.indeed.com/rc/clk?jk=f55f7b1a7c853590&fccid=05466bf41499f7d8&vjs=3,"Wintec Arrowmaker, Inc","Hampton, VA 23630","Intelligence Data Science/Analytics Specialist - Langley AFB, VA","https://www.indeed.com/cmp/Wintec-Arrowmaker,-Inc/",,,,Hampton,VA
929,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,1,0,3,0,https://www.indeed.com/rc/clk?jk=467c95511e2f249e&fccid=5ece327da33e0274&vjs=3,Centene Corporation,"St. Louis, MO",Data Science Engineer I,https://www.indeed.com/cmp/Centene/,"5,001 to 10,000",Insurance,$5B to $10B (USD),St. Louis,MO
930,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,8,0,5,0,1,0,0,0,0,0,0,0,1,1,0,1,2,https://www.indeed.com/rc/clk?jk=9838986516901b91&fccid=2198cfa80dc60319&vjs=3,Intellistar,"Arlington, VA",Sr. Data Scientist and AI/ML Specialist,,,,,Arlington,VA
934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://www.indeed.com/rc/clk?jk=df5105c03b1a3f97&fccid=ea25315ee9da22e5&vjs=3,Comcast,"Philadelphia, PA 19103",Tech Intern - Data Scientist,https://www.indeed.com/cmp/Comcast/,"10,000+",Telecommunications,more than $10B (USD),Philadelphia,PA
938,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,4,0,0,0,0,1,1,0,1,0,https://www.indeed.com/rc/clk?jk=26f5c655f1f9ad6f&fccid=4f5696c962a6a9fd&vjs=3,Bind Benefits,"Minneapolis, MN 55416",Data Scientist - Minneapolis,,,,,Minneapolis,MN
939,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://www.indeed.com/rc/clk?jk=6d14803455e38bf3&fccid=7ca34b4de572548d&vjs=3,Inmar,"Winston-Salem, NC 27101",Data Science Intern,https://www.indeed.com/cmp/Inmar/,"1,001 to 5,000",,$500M to $1B (USD),Winston-Salem,NC
940,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=44f27bf54cdf10ef&fccid=a4e4e2eaf26690c9&vjs=3,Accenture,"New York, NY 10011",Junior Data Scientist,https://www.indeed.com/cmp/Accenture/,"10,000+",Consulting and Business Services,more than $10B (USD),New York,NY
941,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,2,0,0,0,https://www.indeed.com/rc/clk?jk=a83b9baeb02b68af&fccid=3d2042317c0f6ab1&vjs=3,Western & Southern Financial Group,"Cincinnati, OH",Data Scientist,https://www.indeed.com/cmp/Western-&-Southern-Financial-Group/,"1,001 to 5,000",Banks and Financial Services,$1M to $5M (USD),Cincinnati,OH
945,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,3,1,0,0,3,2,1,2,2,0,https://www.indeed.com/rc/clk?jk=471649b0c9a1627d&fccid=fe2d21eef233e94a&vjs=3,,,Data Scientist - Amazon Business Payments,,,,,,
946,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,2,0,https://www.indeed.com/company/Pacific-Data-Integrators/jobs/Lead-Data-Scientist-b46fee9a907b460d?fccid=49da3bf4e4bd6335&vjs=3,Pacific Data Integrators,"San Francisco, CA",Lead Data Scientist,,,,,San Francisco,CA
950,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,https://www.indeed.com/rc/clk?jk=d8c8688af40e183a&fccid=85806092f576a90e&vjs=3,Civis Analytics,"Washington, DC","Applied Data Scientist, Nonprofit",https://www.indeed.com/cmp/Civis-Analytics/,51 to 200,,$5M to $25M (USD),Washington,DC
959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,7,0,4,0,1,0,0,0,0,0,0,0,1,1,0,1,2,https://www.indeed.com/rc/clk?jk=69133753c0543786&fccid=2198cfa80dc60319&vjs=3,Intellistar,"Arlington, VA",Sr. Data Scientist,,,,,Arlington,VA
984,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,1,2,0,0,0,0,0,0,0,1,https://www.indeed.com/rc/clk?jk=e6b66123e446384d&fccid=7f00bbc436637192&vjs=3,"Acuity, Inc.",Virginia,Data Scientist,,,,,Virginia,
1033,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/company/Eden-Technologies/jobs/Scientist-Human-Disease-Data-Analysis-Experience-69230cdbcedb9261?fccid=f6366265c95e8eec&vjs=3,Eden Technologies,"Ridgefield, CT",Scientist with Human Disease Data Analysis Experience,,,,,Ridgefield,CT
1048,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/company/Eden-Technologies/jobs/Scientist-Human-Disease-Data-Analysis-Experience-69230cdbcedb9261?fccid=f6366265c95e8eec&vjs=3,,,Scientist with Human Disease Data Analysis Experience,,,,,,
1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/company/Qcentrio/jobs/Project-Manager-Machine-Learning-Artificial-Intelligence-3b4ba65e05aa693c?fccid=628666cb37ad36fc&vjs=3,Qcentrio,"Wilmington, DE",Project Manager with Machine Learning and Artificial Intelligence,,,,,Wilmington,DE
1059,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,https://www.indeed.com/rc/clk?jk=161390abbdfd6e0f&fccid=25b5166547bbf543&vjs=3,AT&T,"Collinsville, IL 62234",Data Scientist (Government),https://www.indeed.com/cmp/AT&T/,"10,000+",Telecommunications,more than $10B (USD),Collinsville,IL
1060,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,0,4,0,https://www.indeed.com/rc/clk?jk=43dc85e75fbeb292&fccid=5ac3fadc1f823e63&vjs=3,Pacific Northwest National Laboratory,"Richland, WA",Data Scientist,https://www.indeed.com/cmp/Pacific-Northwest-National-Laboratories/,"1,001 to 5,000",Organization,$500M to $1B (USD),Richland,WA
1061,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,"https://www.indeed.com/company/Xcellent-Technology-Solutions,-Inc./jobs/Senior-Geoint-Data-Scientist-f53c01c482351318?fccid=85716faf2e3b18e4&vjs=3","Xcellent Technology Solutions, Inc.","Tampa, FL",Senior GEOINT Data Scientist,,,,,Tampa,FL
1062,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,5,0,https://www.indeed.com/rc/clk?jk=cbb4a9d89c78b691&fccid=a2faf1301ac6ad4b&vjs=3,Bosch Group,"Sunnyvale, CA 94085",Data Scientist – Deep Learning,https://www.indeed.com/cmp/Bosch/,"10,000+",Auto,more than $10B (USD),Sunnyvale,CA
1063,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,2,0,https://www.indeed.com/rc/clk?jk=81f10ea2940bb09f&fccid=2dc2f35c3405a529&vjs=3,Cepheid Danaher,"Sunnyvale, CA",Data Scientist,https://www.indeed.com/cmp/Cepheid/,"1,001 to 5,000",Health Care,$500M to $1B (USD),Sunnyvale,CA
1064,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,1,0,0,0,0,0,0,0,0,0,2,2,0,6,0,https://www.indeed.com/rc/clk?jk=2f031094c68a7056&fccid=a5b4499d9e91a5c6&vjs=3,Google,"Seattle, WA","Partner Engineer, Machine Learning, Global Technology Partners",https://www.indeed.com/cmp/Google/,"10,000+",Internet and Software,more than $10B (USD),Seattle,WA
1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,https://www.indeed.com/rc/clk?jk=5f686bbd0d0ec482&fccid=f89587519f04b5aa&vjs=3,EMD,"Burlington, MA","Life Science Graduate Internship Program: Data Analysis, Technical or Business Strategy Roles",https://www.indeed.com/cmp/Serono/,"1,001 to 5,000",Pharmaceuticals,more than $10B (USD),Burlington,MA
