,python,jupyter,pandas,numpy,tensorflow,keras,sklearn,r,rstudio,tidyverse,java,c,c++,c#,fortran,sas,matlab,spss,stata,excel,hadoop,spark,hive,pig,scala,tableau,d3,bi,sql,nosql,mysql,postgresql,sql server,mongo,redis,cassandra,neo4j,html,css,javascript,ruby,php,api,aws,cloud,big data,machine learning,deep learning,ai,nlp,graph,data visual,predictive,model,data mining,simulation,forecast,statistic,math,computer science,economics,engineering,clearance,job,company,location,job title,Link,Employees size,Industry,Revenue,city,state
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/company/Nolij-Consulting-LLC/jobs/Data-Scientist-a378232d41634dd4?fccid=8cc59ceacb91d67a&vjs=3,Nolij Consulting LLC,"Vienna, VA",Data Scientist,,,,,Vienna,VA
14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,https://www.indeed.com/rc/clk?jk=11baba484db23433&fccid=734cb5a01ee60f80&vjs=3,Microsoft,"Redmond, WA",Full Time Opportunities for Students or Recent Graduates: Data & Applied Sciences,https://www.indeed.com/cmp/Microsoft/,"10,000+",Internet and Software,more than $10B (USD),Redmond,WA
15,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=267e7cf7de2959c7&fccid=de71a49b535e21cb&vjs=3,IBM,United States,Entry Level Data Scientist,https://www.indeed.com/cmp/IBM/,"10,000+",Consulting and Business Services,more than $10B (USD),United States,
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,4,0,0,0,0,0,9,0,0,10,22,10,0,0,0,https://www.indeed.com/rc/clk?jk=5f98296a165e5454&fccid=e8f18ca6180ec8da&vjs=3,National Security Agency,"Fort Meade, MD",Data Scientist,https://www.indeed.com/cmp/National-Security-Agency/,"10,000+",Government,,Fort Meade,MD
20,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,2,3,0,0,0,0,https://www.indeed.com/rc/clk?jk=c9d0dc64348ab5f9&fccid=de71a49b535e21cb&vjs=3,IBM,"New York, NY 10002",Junior Data Scientist Apprenticeship,https://www.indeed.com/cmp/IBM/,"10,000+",Consulting and Business Services,more than $10B (USD),New York,NY
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=0b13f4ebbc558ed3&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Rosslyn, VA 22209",Data Scientist,https://www.indeed.com/cmp/Deloitte/,"10,000+",Consulting and Business Services,$1B to $5B (USD),Rosslyn,VA
22,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1,0,2,0,1,1,2,0,0,0,0,1,1,0,1,0,https://www.indeed.com/rc/clk?jk=6a3e3bfe1573c073&fccid=bc7a7932ec09a51e&vjs=3,Rigetti Computing,"Washington, DC",Data Scientist,,,,,Washington,DC
23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=ec30f27ef3101ef6&fccid=2699c4da8c6b326b&vjs=3,HireBlazer,"Austin, TX",Junior Data Scientist,,,,,Austin,TX
24,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,0,0,1,0,0,0,0,2,https://www.indeed.com/rc/clk?jk=ce6c891fea3c8615&fccid=4e041af1d0af1bc8&vjs=3,Booz Allen Hamilton,"Alexandria, VA","Data Scientist, Junior",https://www.indeed.com/cmp/Booz-Allen-Hamilton/,"10,000+",Consulting and Business Services,$5B to $10B (USD),Alexandria,VA
25,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,https://www.indeed.com/rc/clk?jk=17b2ffc9315d7dc4&fccid=1d7146bd38091a7a&vjs=3,Duolingo,"Pittsburgh, PA","Data Scientist, New Graduate (2020)",,,,,Pittsburgh,PA
26,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,2,0,0,0,0,0,1,0,2,1,"https://www.indeed.com/company/NextQA,-Inc/jobs/Data-Scientist-25a983ca9d7c2fab?fccid=a51248c3d210bdc6&vjs=3","NextQA, Inc","Woodlawn, MD",Data Scientist,,,,,Woodlawn,MD
27,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,1,1,0,https://www.indeed.com/company/Kalibri-Labs/jobs/Junior-Data-Scientist-4939ed9b5e497e88?fccid=257a02caa05672e3&vjs=3,Kalibri Labs,"Rockville, MD 20850",Junior Data Scientist - Apply Now,,,,,Rockville,MD
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,https://www.indeed.com/rc/clk?jk=9724447b01365612&fccid=8a813d7674dea751&vjs=3,Perspecta,"Washington, DC 20319",Data Scientist,https://www.indeed.com/cmp/Perspecta/,"10,000+",Internet and Software,,Washington,DC
32,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,https://www.indeed.com/rc/clk?jk=6d6b23b15ea6c3a6&fccid=bdc8c8a03f8e092c&vjs=3,Assent Advisory Group,"Washington, DC",Data Scientist,,,,,Washington,DC
33,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,https://www.indeed.com/rc/clk?jk=6f9f29f8476a0ae4&fccid=950f3c78af807bb4&vjs=3,Premise,"Washington, DC",Junior Geospatial Data Scientist,https://www.indeed.com/cmp/Premise/,51 to 200,,,Washington,DC
34,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,https://www.indeed.com/rc/clk?jk=83e3f665b22e5695&fccid=f01127702f08b4dc&vjs=3,Digitalogy,"New York, NY",Data Scientist,,,,,New York,NY
35,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,2,0,0,0,0,1,1,0,1,0,https://www.indeed.com/rc/clk?jk=2986305e03bcd41c&fccid=dc2638a079b95f93&vjs=3,Billy Casper Golf,"Reston, VA",Data Scientist,https://www.indeed.com/cmp/Billy-Casper-Golf/,"5,001 to 10,000",,$25M to $100M (USD),Reston,VA
36,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.indeed.com/rc/clk?jk=a0f54678b0add40e&fccid=370fca9e315e8e8d&vjs=3,"SixGen, Inc.","Hanover, MD 21076",Data Scientist - CI Poly,,,,,Hanover,MD
37,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,6,0,0,0,0,0,0,0,0,2,0,1,0,0,0,https://www.indeed.com/rc/clk?jk=f03efbe6959d29c7&fccid=de71a49b535e21cb&vjs=3,IBM,United States,Data Scientist,https://www.indeed.com/cmp/IBM/,"10,000+",Consulting and Business Services,more than $10B (USD),United States,
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=7078a1a6fe31c230&fccid=a7626cbc3cfa3f9c&vjs=3,ISE Data Systems,"Reston, VA",Data Scientist,,,,,Reston,VA
39,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,https://www.indeed.com/rc/clk?jk=d8c8688af40e183a&fccid=85806092f576a90e&vjs=3,Civis Analytics,"Washington, DC","Applied Data Scientist, Nonprofit",https://www.indeed.com/cmp/Civis-Analytics/,51 to 200,,$5M to $25M (USD),Washington,DC
40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,https://www.indeed.com/rc/clk?jk=d8c8688af40e183a&fccid=85806092f576a90e&vjs=3,Civis Analytics,"Washington, DC","Applied Data Scientist, Nonprofit",,,,,Washington,DC
41,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,https://www.indeed.com/rc/clk?jk=d8c8688af40e183a&fccid=85806092f576a90e&vjs=3,,,"Applied Data Scientist, Nonprofit",https://www.indeed.com/cmp/Civis-Analytics/,51 to 200,,$5M to $25M (USD),,
42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,https://www.indeed.com/rc/clk?jk=d8c8688af40e183a&fccid=85806092f576a90e&vjs=3,,,"Applied Data Scientist, Nonprofit",,,,,,
43,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,1,1,1,0,1,0,https://www.indeed.com/rc/clk?jk=1e686166d30fd118&fccid=de71a49b535e21cb&vjs=3,IBM,United States,Entry Level - Associate Data Scientist,https://www.indeed.com/cmp/IBM/,"10,000+",Consulting and Business Services,more than $10B (USD),United States,
44,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,1,1,1,0,2,2,0,0,0,2,0,https://www.indeed.com/rc/clk?jk=094bf0995b437919&fccid=840fbb92ad4c9a10&vjs=3,CompuForce,"New York, NY 10170",Data Scientist,https://www.indeed.com/cmp/Compuforce/,,,,New York,NY
48,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,2,1,1,0,1,0,https://www.indeed.com/rc/clk?jk=2184e6ebe7290146&fccid=e198e2c44e180800&vjs=3,Gallup,"Washington, DC",Data Scientist,https://www.indeed.com/cmp/Gallup/,"1,001 to 5,000",Consulting and Business Services,$100M to $500M (USD),Washington,DC
52,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,2,0,https://www.indeed.com/rc/clk?jk=3ce28604a6908bbb&fccid=1639254ea84748b5&vjs=3,Facebook,"Washington, DC","Data Scientist, Analytics",https://www.indeed.com/cmp/Facebook/,"10,000+",Internet and Software,more than $10B (USD),Washington,DC
53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/company/SConcept/jobs/Junior-Data-Scientist-607ad150fe41d364?fccid=70f16c38317f3a32&vjs=3,SConcept,"New York, NY",Jr. Data Scientist,,,,,New York,NY
54,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=106a3df3c47f4547&fccid=b3cdb239148d18e6&vjs=3,"OneSource IT, Inc.","Reston, VA 20192",Data Scientist,,,,,Reston,VA
58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,1,1,1,2,0,https://www.indeed.com/rc/clk?jk=5f711e212efeb994&fccid=a9bcf9da7de2f94a&vjs=3,Pivotal Software,"Washington, DC",Data Scientist,https://www.indeed.com/cmp/Pivotal-Labs-Inc/,51 to 200,,$25M to $100M (USD),Washington,DC
62,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,4,0,0,0,1,1,0,0,0,0,https://www.indeed.com/rc/clk?jk=a404da0bd71fb292&fccid=2c62e4de04b8f952&vjs=3,Nike,"New York, NY 10011",Associate Data Scientist SNKRS,https://www.indeed.com/cmp/Nike/,"10,000+",Consumer Goods and Services,more than $10B (USD),New York,NY
66,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,https://www.indeed.com/rc/clk?jk=b8dbe7f6fe2956d1&fccid=16e19e47fd1dbf70&vjs=3,Duolingo University Programs,"Pittsburgh, PA","Data Scientist, New Graduate (2020)",,,,,Pittsburgh,PA
67,2,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,1,1,1,1,1,0,https://www.indeed.com/rc/clk?jk=03bf0266daeca415&fccid=1fb2d72b890363ec&vjs=3,SphereOI Studios,"McLean, VA",Data Scientist/Machine Learning Expert - FT,,,,,McLean,VA
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,https://www.indeed.com/company/The-Recycling-Partnership/jobs/Data-Scientist-8b8db5374b63c22b?fccid=37b47e1da5985102&vjs=3,The Recycling Partnership,"Chapel Hill, NC",Data Scientist,,,,,Chapel Hill,NC
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=45c7f8c9e819c9b4&fccid=add6d0a1c3e02a8a&vjs=3,1Thread,United States,Data Scientist,,,,,United States,
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,https://www.indeed.com/rc/clk?jk=4b58a76ac590fbd4&fccid=3a99c292786632f4&vjs=3,Sprezzatura Management Consulting,"Washington, DC 20006",Data Scientist,,,,,Washington,DC
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=af465070aa37e689&fccid=0d8b6be065f3670d&vjs=3,Money Map Press,"Baltimore, MD 21201",Jr. Data Scientist,https://www.indeed.com/cmp/Money-Map-Press/,51 to 200,,$25M to $100M (USD),Baltimore,MD
81,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,https://www.indeed.com/rc/clk?jk=d5b2967ebe19a844&fccid=1184ecce6b1e770e&vjs=3,,,Associate Data Scientist,,,,,,
82,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,2,2,2,5,0,https://www.indeed.com/rc/clk?jk=facd65b4a3214fb3&fccid=0f63e537c80f169b&vjs=3,Volvo Group,"Hagerstown, MD",Data Scientist,https://www.indeed.com/cmp/Volvo/,"10,000+",Auto,more than $10B (USD),Hagerstown,MD
83,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,2,2,2,5,0,https://www.indeed.com/rc/clk?jk=facd65b4a3214fb3&fccid=0f63e537c80f169b&vjs=3,Volvo Group,"Hagerstown, MD",Data Scientist,,,,,Hagerstown,MD
84,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,2,2,2,5,0,https://www.indeed.com/rc/clk?jk=facd65b4a3214fb3&fccid=0f63e537c80f169b&vjs=3,,,Data Scientist,https://www.indeed.com/cmp/Volvo/,"10,000+",Auto,more than $10B (USD),,
85,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,2,2,2,5,0,https://www.indeed.com/rc/clk?jk=facd65b4a3214fb3&fccid=0f63e537c80f169b&vjs=3,,,Data Scientist,,,,,,
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,1,1,1,0,https://www.indeed.com/rc/clk?jk=8580e7bbc0867d76&fccid=7013e4ec7b45a8e9&vjs=3,"The Air-Conditioning, Heating, and Refrigeration Institute (AHRI)","Arlington, VA 22201",Data Scientist - Certification,,,,,Arlington,VA
90,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=ae46dd94e1b4869e&fccid=11619ce0d3c2c733&vjs=3,Northrop Grumman,"Falls Church, VA 22041",Data Scientist,https://www.indeed.com/cmp/Northrop-Grumman/,"10,000+",Aerospace and Defense,more than $10B (USD),Falls Church,VA
91,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=ae46dd94e1b4869e&fccid=11619ce0d3c2c733&vjs=3,Northrop Grumman,"Falls Church, VA 22041",Data Scientist,,,,,Falls Church,VA
