,python,jupyter,pandas,numpy,tensorflow,keras,sklearn,r,rstudio,tidyverse,java,c,c++,c#,fortran,sas,matlab,spss,stata,excel,hadoop,spark,hive,pig,scala,tableau,d3,bi,sql,nosql,mysql,postgresql,sql server,mongo,redis,cassandra,neo4j,html,css,javascript,ruby,php,api,aws,cloud,big data,machine learning,deep learning,ai,nlp,graph,data visual,predictive,model,data mining,simulation,forecast,statistic,math,computer science,economics,engineering,clearance,job,company,location,job title,Link,Employees size,Industry,Revenue,city,state
473,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,https://www.indeed.com/rc/clk?jk=0a5b250c558e366d&fccid=27cef24446eb0bc4&vjs=3,Daily Harvest,"New York, NY",Senior Data Scientist,,,,,New York,NY
474,1,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,5,1,0,0,0,0,2,0,0,0,1,0,1,0,3,1,"https://www.indeed.com/company/BlueStream-Consulting,-LLC/jobs/Technology-Consultant-41b362522c1247fd?fccid=22ade5f3d42c0d41&vjs=3","BlueStream Consulting, LLC","Baltimore, MD",Technology Consultant - Data Scientist,,,,,Baltimore,MD
478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=72595f4467b52fac&fccid=e7826c26cfdeaeeb&vjs=3,Techcyte,United States,Applied Data Scientist,,,,,United States,
481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=72595f4467b52fac&fccid=e7826c26cfdeaeeb&vjs=3,,,Applied Data Scientist,,,,,,
487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,https://www.indeed.com/rc/clk?jk=5ffcc73fdea479f2&fccid=5feeab62533788e8&vjs=3,Amway Inc.,"Ada, MI",Amway Data Scientist Internship,https://www.indeed.com/cmp/Amway/,"10,000+",Consumer Goods and Services,more than $10B (USD),Ada,MI
491,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,2,3,0,0,0,0,1,1,0,2,0,https://www.indeed.com/rc/clk?jk=dd675a7a2c029f91&fccid=64eee9c93d9ef045&vjs=3,SFL Scientific,"Boston, NY",Senior Data Scientist,,,,,Boston,NY
492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.indeed.com/rc/clk?jk=28b50c4f940edd51&fccid=973657a08d0d228b&vjs=3,CALNET INC.,"Springfield, VA",Data Scientist,https://www.indeed.com/cmp/Calnet/,201 to 500,,$5M to $25M (USD),Springfield,VA
493,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,4,2,0,0,0,2,1,1,0,0,0,https://www.indeed.com/rc/clk?jk=b50a16df00f96908&fccid=c50e0f706c27ba2c&vjs=3,Routematch,"Atlanta, GA 30309",Data Scientist,https://www.indeed.com/cmp/Routematch/,,,,Atlanta,GA
893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,https://www.indeed.com/rc/clk?jk=14f3dd8406e79a74&fccid=cfc1eb4bd8fdb968&vjs=3,Pond5,"New York, NY",Data Scientist,,,,,New York,NY
897,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,0,https://www.indeed.com/rc/clk?jk=a1b621d4764ae9f4&fccid=d12645453d9cc8ea&vjs=3,Honor,"San Francisco, CA",Data Scientist,https://www.indeed.com/cmp/Honor-1/,,Health Care,,San Francisco,CA
898,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,2,1,0,0,0,2,2,0,0,0,https://www.indeed.com/rc/clk?jk=a79967ecb1aa8aa1&fccid=105ecfd0283f415f&vjs=3,Capgemini Government Solutions,"McLean, VA",Data Scientist/Modeler,https://www.indeed.com/cmp/Capgemini/,"10,000+",Consulting and Business Services,$5B to $10B (USD),McLean,VA
902,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,https://www.indeed.com/rc/clk?jk=4fa45d5872cfc59a&fccid=74a4b2141032dade&vjs=3,Cyberjin,"McLean, VA",Data Scientist - TS/SCI FS Poly,,,,,McLean,VA
903,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=a5877dac9e372023&fccid=b5bbb2270d30ee44&vjs=3,ShowClix Inc.,"Pittsburgh, PA 15222",Data Scientist,,,,,Pittsburgh,PA
907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,2,0,0,0,0,0,0,0,0,2,3,2,0,5,0,https://www.indeed.com/rc/clk?jk=487cfee8e37e81c5&fccid=64eee9c93d9ef045&vjs=3,SFL Scientific,"Boston, MA",Data / DevOps Engineer,,,,,Boston,MA
908,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,https://www.indeed.com/rc/clk?jk=d765c4d2c7580dde&fccid=edb20ab594720318&vjs=3,Oculus Analytics,"McLean, VA",Data Scientist/Intelligence Analyst,,,,,McLean,VA
909,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,https://www.indeed.com/rc/clk?jk=168d38bf362a8abb&fccid=e087572700b24086&vjs=3,"Visionist, Inc.","Columbia, MD 21046",Cleared Data Scientist,,,,,Columbia,MD
913,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,2,0,0,2,1,1,0,0,0,https://www.indeed.com/rc/clk?jk=7b5cbb5b54a2aa2d&fccid=50f4a2708a564245&vjs=3,EV Technologies,United States,Data Scientist,,,,,United States,
914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,https://www.indeed.com/rc/clk?jk=efe10f92d2309614&fccid=4e041af1d0af1bc8&vjs=3,Booz Allen Hamilton,"Alexandria, VA","Data Scientist, Senior",https://www.indeed.com/cmp/Booz-Allen-Hamilton/,"10,000+",Consulting and Business Services,$5B to $10B (USD),Alexandria,VA
915,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,https://www.indeed.com/rc/clk?jk=68fca3733cec9abd&fccid=d81ffc39c84ae85d&vjs=3,id Software,"Dallas, TX",Data Scientist,https://www.indeed.com/cmp/Id-Software/,51 to 200,,$5M to $25M (USD),Dallas,TX
916,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,https://www.indeed.com/rc/clk?jk=ed0c762e9ba70332&fccid=f3b836e645f9b36d&vjs=3,SAIC,"Upper Marlboro, MD",Data Scientist,https://www.indeed.com/cmp/SAIC/,"10,000+",Aerospace and Defense,$100M to $500M (USD),Upper Marlboro,MD
917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=a23cedc7cf86d5f0&fccid=4441a1e77a201111&vjs=3,In-Depth Genomics,"Bellevue, WA",Data Scientist,,,,,Bellevue,WA
933,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,0,https://www.indeed.com/rc/clk?jk=363b2c50c896a468&fccid=04b6faee0d672032&vjs=3,HOMER,"New York, NY 10155",Data Scientist,,,,,New York,NY
934,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,0,https://www.indeed.com/rc/clk?jk=e2b55601862b9ba3&fccid=c1099851e9794854&vjs=3,Apple,"Santa Clara Valley, CA 95014","Siri - Embedded Data Scientist, Data organization",https://www.indeed.com/cmp/Apple/,"10,000+",Computers and Electronics,more than $10B (USD),Santa Clara Valley,CA
935,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,1,0,0,2,0,1,0,1,0,https://www.indeed.com/rc/clk?jk=813cbe25db81910c&fccid=bd39e6ed5e72af33&vjs=3,"Martin Luther King, Jr. Community Hospital","Los Angeles, CA 90059",Data Scientist Population Health,"https://www.indeed.com/cmp/Martin-Luther-King,-Jr.-Community-Hospital/",2 to 10,Health Care,$5M to $25M (USD),Los Angeles,CA
936,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=2989ea3a08da9d40&fccid=8bae0fba3b920ea8&vjs=3,Informa,"Dallas, TX 75252",Data Scientist,https://www.indeed.com/cmp/Informa/,"5,001 to 10,000","Media, News and Publishing",$1B to $5B (USD),Dallas,TX
937,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,https://www.indeed.com/rc/clk?jk=b6aa644cee22b4d3&fccid=1bdf40c12f498b39&vjs=3,SILICON CONSULTING SERVICES,"New York, NY",Data Scientist,,,,,New York,NY
938,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,2,3,2,0,3,0,https://www.indeed.com/rc/clk?jk=a262bc8ca3d42d25&fccid=f1c1879b4a082502&vjs=3,MEI Auto Group,"Arlington, TX",DATA SCIENTIST,https://www.indeed.com/cmp/Mei-Auto-Group/,201 to 500,Auto,$100M to $500M (USD),Arlington,TX
939,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,https://www.indeed.com/rc/clk?jk=24b19b95823d9dd4&fccid=ce0a35b593375461&vjs=3,ZUNA,"Greenwich, CT",Data Scientist,,,,,Greenwich,CT
940,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,https://www.indeed.com/rc/clk?jk=3a4599aa13ebb43c&fccid=de0586d9502c69e6&vjs=3,Valencell,"Raleigh, NC 27616",Data Scientist,,,,,Raleigh,NC
941,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,https://www.indeed.com/rc/clk?jk=41747c1dab850fe2&fccid=b6e80abbe732699d&vjs=3,GM Financial,"Fort Worth, TX 76102",Data Scientist,https://www.indeed.com/cmp/GM-Financial/,"5,001 to 10,000",Auto,$1B to $5B (USD),Fort Worth,TX
942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=9ad7e86e70877410&fccid=99e42377ef6a135c&vjs=3,SESYNC,United States,Data Scientist,,,,,United States,
943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,https://www.indeed.com/rc/clk?jk=f0b58acd16080cd1&fccid=f12be556856430b8&vjs=3,Grateful Waggon Consultancy,"Jersey City, NJ",Data Scientist,,,,,Jersey City,NJ
944,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=ef1759764a608662&fccid=4c318869610f8e64&vjs=3,N C Q A,"Washington, DC 20005",Data Scientist,,,,,Washington,DC
953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,https://www.indeed.com/rc/clk?jk=b7c1dfb069011b83&fccid=cba94a481c16bedf&vjs=3,Spin Electric Scooters,"San Francisco, CA",Data Scientist,,,,,San Francisco,CA
957,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0,1,0,https://www.indeed.com/rc/clk?jk=c5622cd831540f67&fccid=c1099851e9794854&vjs=3,,,SWE Data Scientist,,,,,,
958,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,https://www.indeed.com/rc/clk?jk=625aacea62e79bad&fccid=f0d24997b1d9e206&vjs=3,viagogo,"New York, NY",Data Scientist,https://www.indeed.com/cmp/Viagogo/,,Consumer Goods and Services,,New York,NY
959,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,https://www.indeed.com/rc/clk?jk=7688bf23a4e8e7c6&fccid=734cb5a01ee60f80&vjs=3,Microsoft,"Redmond, WA",Internship Opportunities for Students: Data & Applied Sciences,https://www.indeed.com/cmp/Microsoft/,"10,000+",Internet and Software,more than $10B (USD),Redmond,WA
960,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"https://www.indeed.com/company/RMDS-Lab,-Inc/jobs/Data-Scientist-614f9fbd6a80e036?fccid=bb09cf205f12348c&vjs=3",,,Data Scientist,,,,,,
961,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,1,1,2,0,https://www.indeed.com/rc/clk?jk=34daff62bfb450bd&fccid=eef1750ff4f3a834&vjs=3,Ranker,"Los Angeles, CA 90048",Junior Data Scientist,https://www.indeed.com/cmp/Ranker/,51 to 200,"Media, News and Publishing",$1M to $5M (USD),Los Angeles,CA
962,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=f22fde4a27de632e&fccid=9dfa21d4f987c176&vjs=3,The Knot Worldwide,"Washington, DC",Data Scientist,https://www.indeed.com/cmp/The-Knot-Worldwide/,,,,Washington,DC
963,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,https://www.indeed.com/rc/clk?jk=5c1931d1bab36878&fccid=913e1b259c8d65e2&vjs=3,Zillow,"Seattle, WA 98101",Data Scientist - Intern,https://www.indeed.com/cmp/Zillow/,"1,001 to 5,000",Real Estate,$100M to $500M (USD),Seattle,WA
964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,4,0,https://www.indeed.com/rc/clk?jk=b5fe8eec20d61928&fccid=5f773afc09e11edb&vjs=3,Mason America,"Seattle, WA",Data Scientist,,,,,Seattle,WA
965,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,0,0,0,2,2,0,0,0,0,https://www.indeed.com/rc/clk?jk=7452b1fb58b7e296&fccid=b3991d5c19e7c0f4&vjs=3,Elder Research Inc,"Langley, VA",Data Scientist - Defense & Intelligence,,,,,Langley,VA
966,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,https://www.indeed.com/company/Cyient/jobs/Data-Scientist-47ef528378d28857?fccid=48337f40cc18bca7&vjs=3,Cyient,"Pittsburgh, PA",Data Scientist,https://www.indeed.com/cmp/Cyient/,"10,000+",Consulting and Business Services,$500M to $1B (USD),Pittsburgh,PA
967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=8d24063320772a04&fccid=98318de9a68e36bc&vjs=3,"WhirlWind Technologies, LLC","Upper Marlboro, MD 20774",Data Scientist,"https://www.indeed.com/cmp/Whirlwind-Technologies,-LLC/",2 to 10,,$1M to $5M (USD),Upper Marlboro,MD
968,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,1,1,1,1,2,0,https://www.indeed.com/rc/clk?jk=2e48a21ca1df8d40&fccid=c1099851e9794854&vjs=3,,,Data Scientist,,,,,,
969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=9a9b5b46b86c0e8d&fccid=8ad5682171413f4c&vjs=3,Excella Consulting,"Arlington, VA 22201",Data Scientist,https://www.indeed.com/cmp/Excella-Consulting/,,,,Arlington,VA
970,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,https://www.indeed.com/rc/clk?jk=40d175931c03ac82&fccid=a3bcc3a125bee804&vjs=3,Neal Analytics,"Redmond, WA",Data Scientist,https://www.indeed.com/cmp/Neal-Analytics/,,,,Redmond,WA
986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=6a4426d72ff5f72c&fccid=eacce60f6c6b75f5&vjs=3,University of California - Irvine,"Irvine, CA 92697",Data Scientist,"https://www.indeed.com/cmp/University-of-California,-Irvine/","10,000+",Education and Schools,$1B to $5B (USD),Irvine,CA
995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=1b339f72d510f852&fccid=ea4b9d43d2edf4b3&vjs=3,Øptimus Consulting,"Alexandria, VA",Associate Data Scientist,,,,,Alexandria,VA
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3,Central Intelligence Agency,"Washington, DC",Undergraduate Internship/Co-op Program - Data Scientist,https://www.indeed.com/cmp/Central-Intelligence-Agency/,"10,000+",Government,,Washington,DC
1000,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,https://www.indeed.com/company/Mission-Lane/jobs/Senior-Data-Scientist-526f5237588b519a?fccid=c53ebd83089ad7eb&vjs=3,Mission Lane,"San Francisco, CA",Senior Data Scientist,,,,,San Francisco,CA
1001,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,1,1,1,0,1,0,0,https://www.indeed.com/rc/clk?jk=2b3c5296cd8e589d&fccid=d24e0c1ae98aa8d9&vjs=3,JM Family,"Alpharetta, GA",Data Scientist (Alpharetta),https://www.indeed.com/cmp/Jm-Family/,"1,001 to 5,000",Auto,$5B to $10B (USD),Alpharetta,GA
1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://www.indeed.com/rc/clk?jk=f764c46ca8963fa1&fccid=3e34ac4ae73849ba&vjs=3,Medidata Solutions,"New York, NY 10003",Data Intelligence Analyst,https://www.indeed.com/cmp/Medidata-Solutions/,"1,001 to 5,000",Internet and Software,$100M to $500M (USD),New York,NY
1011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,https://www.indeed.com/rc/clk?jk=28c58e220f123695&fccid=9a2328cccaf99c02&vjs=3,Verdigris Technologies,"Mountain View, CA 94035",Senior Data Scientist,,,,,Mountain View,CA
1012,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,1,0,2,0,0,0,3,1,1,0,1,0,https://www.indeed.com/rc/clk?jk=30a632f8af0329ec&fccid=e459f9c9a038dba6&vjs=3,Elutions,"Tampa, FL 33605",Data Scientist,,,,,Tampa,FL
1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,https://www.indeed.com/company/innovaccer/jobs/Data-Scientist-c9e1cbe7c9f73816?fccid=f6e1ee07ee227498&vjs=3,innovaccer,"San Francisco, CA 94105",DATA SCIENTIST,https://www.indeed.com/cmp/Innovaccer/,"501 to 1,000",Internet and Software,$100M to $500M (USD),San Francisco,CA
