,python,jupyter,pandas,numpy,tensorflow,keras,sklearn,r,rstudio,tidyverse,java,c,c++,c#,fortran,sas,matlab,spss,stata,excel,hadoop,spark,hive,pig,scala,tableau,d3,bi,sql,nosql,mysql,postgresql,sql server,mongo,redis,cassandra,neo4j,html,css,javascript,ruby,php,api,aws,cloud,big data,machine learning,deep learning,ai,nlp,graph,data visual,predictive,model,data mining,simulation,forecast,statistic,math,computer science,economics,engineering,clearance,job,company,location,job title,Link,Employees size,Industry,Revenue,city,state
1002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,1,https://www.indeed.com/rc/clk?jk=02e0212511404f62&fccid=fd03a1a845b02aae&vjs=3,Mitre Corporation,"McLean, VA",Aviation Safety Data Scientist,https://www.indeed.com/cmp/Mitre-Corporation/,"5,001 to 10,000",Government,$1B to $5B (USD),McLean,VA
1011,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,0,0,0,1,2,2,0,0,1,0,1,0,1,0,0,https://www.indeed.com/rc/clk?jk=4d5c9adca90c867e&fccid=55f1bec069a8fd57&vjs=3,HMS,"Irving, TX",Jr Data Scientist,https://www.indeed.com/cmp/Hms-Holdings/,"1,001 to 5,000",Health Care,$100M to $500M (USD),Irving,TX
1012,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,1,0,0,0,3,0,0,0,1,0,2,1,6,0,https://www.indeed.com/rc/clk?jk=66c8087916a1bd72&fccid=16a97ed26c75bf2d&vjs=3,Goldman Sachs,"New York, NY 10282",GS Data Scientist,https://www.indeed.com/cmp/Goldman-Sachs/,"10,000+",Banks and Financial Services,more than $10B (USD),New York,NY
1016,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,https://www.indeed.com/rc/clk?jk=bbc08f368199623c&fccid=5eca3a388339d616&vjs=3,PreciseTarget,"Bethesda, MD 20814",Data Scientist,,,,,Bethesda,MD
1017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,4,0,0,0,0,0,1,0,2,0,https://www.indeed.com/rc/clk?jk=21c2b7dd1b895a4b&fccid=d7ddf053776fff6e&vjs=3,Fareportal Inc.,"New York, NY 10020",Junior Machine Learning Engineer / Data Scientist,https://www.indeed.com/cmp/Fareportal-Inc./,"1,001 to 5,000",Internet and Software,$100M to $500M (USD),New York,NY
1018,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,2,0,1,0,0,0,https://www.indeed.com/company/Lown-Institute/jobs/Data-Scientist-0dd14297357f1872?fccid=a07f39671da74cd7&vjs=3,Lown Institute,"Brookline, MA 02446",Data Scientist,,,,,Brookline,MA
1019,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=a478353b99e162e0&fccid=3c371b712ace44cf&vjs=3,DISH,"New York, NY 10007",Data Scientist,https://www.indeed.com/cmp/Dish/,"10,000+","Media, News and Publishing",more than $10B (USD),New York,NY
1020,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,2,0,0,0,2,2,0,0,4,1,1,0,1,0,https://www.indeed.com/company/aThingz-Inc./jobs/Data-Scientist-8abb17d2ed5356a6?fccid=561993951a59614e&vjs=3,aThingz Inc.,"Southfield, MI",Data Scientist,,,,,Southfield,MI
1021,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://www.indeed.com/rc/clk?jk=f0eb092ba4e1d55e&fccid=8f33fa0eca0697c0&vjs=3,Sinopia Biosciences,"San Diego, CA",Computational Biologist/Data Scientist,,,,,San Diego,CA
1102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,https://www.indeed.com/rc/clk?jk=c66955311c3344f6&fccid=de71a49b535e21cb&vjs=3,IBM,"Research Triangle Park, NC",2020 Intern - Data Scientist Intern/Coop (EO&S),https://www.indeed.com/cmp/IBM/,"10,000+",Consulting and Business Services,more than $10B (USD),Research Triangle Park,NC
1106,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=84ce457c17cc2b8e&fccid=5b974bd22fc9dfb9&vjs=3,Equinox Consulting Partners LLC,"Chesterfield, VA",Data Engineer/Scientist MS Azure,,,,,Chesterfield,VA
1115,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=decdf76e794c32e1&fccid=fc68da685e8aa986&vjs=3,Piper Companies,"Seattle, WA 98104",Data Scientist (Jr. to Sr. Level),https://www.indeed.com/cmp/Piper-Companies/,"501 to 1,000",Human Resources and Staffing,$25M to $100M (USD),Seattle,WA
1116,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,0,2,4,0,2,1,1,1,0,0,0,0,https://www.indeed.com/rc/clk?jk=a5d85620f0cf2ca8&fccid=f537209340bad710&vjs=3,New Signature,"Washington, DC 20001",Data Scientist,https://www.indeed.com/cmp/New-Signature/,201 to 500,Internet and Software,,Washington,DC
1120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,https://www.indeed.com/rc/clk?jk=b0f8b1ea788df7eb&fccid=5dd0073fb1381f82&vjs=3,"ExtraHop Networks, Inc.","Seattle, WA 98101",Intern Data Scientist,https://www.indeed.com/cmp/Extrahop-Networks-1/,201 to 500,,$25M to $100M (USD),Seattle,WA
1124,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,2,0,https://www.indeed.com/rc/clk?jk=41200eba07ed01dc&fccid=1639254ea84748b5&vjs=3,Facebook,"Seattle, WA 98101","Data Scientist, Analytics - Messenger Performance",https://www.indeed.com/cmp/Facebook/,"10,000+",Internet and Software,more than $10B (USD),Seattle,WA
1125,2,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,https://www.indeed.com/company/Arck-Solution-LLC/jobs/Senior-Data-Scientist-14a059779dd59116?fccid=f03a4045167c46c9&vjs=3,Arck Solution LLC,"Sunnyvale, CA",Sr. Data Scientist,,,,,Sunnyvale,CA
1129,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,https://www.indeed.com/company/deeplearning.ai/jobs/Data-Scientist-d97447f2cb2e2924?fccid=28be524dbb936c01&vjs=3,deeplearning.ai,"Palo Alto, CA 94303",Data Scientist - AI Career Program,,,,,Palo Alto,CA
1133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,https://www.indeed.com/rc/clk?jk=6912aa289ddb08ab&fccid=578fa8376f4eec04&vjs=3,ManTech International Corporation,"Reston, VA",Data Scientist,https://www.indeed.com/cmp/ManTech-International-Corporation/,"5,001 to 10,000",Consulting and Business Services,$1B to $5B (USD),Reston,VA
1137,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,https://www.indeed.com/rc/clk?jk=7ef66f8a7b1a3667&fccid=1639254ea84748b5&vjs=3,Facebook,"Seattle, WA 98101","Data Scientist, Analytics (Integrity)",https://www.indeed.com/cmp/Facebook/,"10,000+",Internet and Software,more than $10B (USD),Seattle,WA
1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=2e3413417e57a0fb&fccid=2a341562d64c7cdb&vjs=3,University of California San Francisco,"San Francisco, CA",Data Scientist,https://www.indeed.com/cmp/University-of-California---SAN-Francisco/,"10,000+",Education and Schools,$25M to $100M (USD),San Francisco,CA
1145,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://www.indeed.com/rc/clk?jk=edbfbc542c40d1b8&fccid=b9d4e9eceb3ff4c0&vjs=3,Codecademy,"New York, NY","Data Scientist, Experimentation",https://www.indeed.com/cmp/Codecademy/,11 to 50,,,New York,NY
1149,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,4,0,1,1,1,1,1,0,1,0,https://www.indeed.com/rc/clk?jk=63f1c9af7e695c9d&fccid=86b39e8431ac7b5f&vjs=3,Optimal,"Dearborn, MI",Data Scientist - Modelling 91819,https://www.indeed.com/cmp/Optimal/,2 to 10,,less than $1M (USD),Dearborn,MI
1150,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,2,0,0,0,1,0,0,0,1,1,https://www.indeed.com/company/Metronome-LLC/jobs/Data-Scientist-d41b9d79ede290cd?fccid=b863099b32ad06b7&vjs=3,Metronome LLC,"Vienna, VA",Data Scientist,https://www.indeed.com/cmp/Metronome-LLC/,11 to 50,,$5M to $25M (USD),Vienna,VA
1151,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.indeed.com/rc/clk?jk=992a42df4117bf41&fccid=4e041af1d0af1bc8&vjs=3,Booz Allen Hamilton,"Alexandria, VA","Data Scientist/Quantitative Social Scientist, Senior",https://www.indeed.com/cmp/Booz-Allen-Hamilton/,"10,000+",Consulting and Business Services,$5B to $10B (USD),Alexandria,VA
1152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,https://www.indeed.com/rc/clk?jk=1246e62a3d046835&fccid=5dd0073fb1381f82&vjs=3,"ExtraHop Networks, Inc.","Seattle, WA 98101",Data Scientist,https://www.indeed.com/cmp/Extrahop-Networks-1/,201 to 500,,$25M to $100M (USD),Seattle,WA
1168,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,1,1,2,0,https://www.indeed.com/rc/clk?jk=34daff62bfb450bd&fccid=eef1750ff4f3a834&vjs=3,Ranker,"Los Angeles, CA 90048",Junior Data Scientist,https://www.indeed.com/cmp/Ranker/,51 to 200,"Media, News and Publishing",$1M to $5M (USD),Los Angeles,CA
1169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,0,0,0,6,0,https://www.indeed.com/rc/clk?jk=1e5de991473b72a5&fccid=c1099851e9794854&vjs=3,Apple,"Santa Clara Valley, CA 95014",Sr. Data Scientist - Batteries,https://www.indeed.com/cmp/Apple/,"10,000+",Computers and Electronics,more than $10B (USD),Santa Clara Valley,CA
1170,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,https://www.indeed.com/company/Cyient/jobs/Data-Scientist-47ef528378d28857?fccid=48337f40cc18bca7&vjs=3,Cyient,"Pittsburgh, PA",Data Scientist,https://www.indeed.com/cmp/Cyient/,"10,000+",Consulting and Business Services,$500M to $1B (USD),Pittsburgh,PA
1174,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,2,3,2,0,3,0,https://www.indeed.com/rc/clk?jk=9efcb3119bb17a78&fccid=c20166dea913bffc&vjs=3,KBRWyle,"Lexington Park, MD 20653",Data Scientist/Researcher,https://www.indeed.com/cmp/Kbrwyle/,"10,000+",Government,$1B to $5B (USD),Lexington Park,MD
1178,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,0,0,0,0,0,0,0,1,1,1,0,2,0,https://www.indeed.com/rc/clk?jk=e93ea4e970bcf843&fccid=0be33be6254623f9&vjs=3,NeuroSoph,"Boston, MA",Data Scientist,,,,,Boston,MA
1189,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,0,0,0,0,0,0,0,1,1,1,0,2,0,https://www.indeed.com/rc/clk?jk=e93ea4e970bcf843&fccid=0be33be6254623f9&vjs=3,,,Data Scientist,,,,,,
1299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,https://www.indeed.com/rc/clk?jk=058c657ff21282e6&fccid=da0e448e9f23dcc3&vjs=3,INFISWIFT TECHNOLOGIES,"Milpitas, CA 95035",Data Scientist Intern,,,,,Milpitas,CA
1300,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2,0,https://www.indeed.com/rc/clk?jk=fcbe81b5b6497627&fccid=c3dbf042c1b01136&vjs=3,"FGS, LLC","Springfield, VA",Statistician/Data Scientist,"https://www.indeed.com/cmp/Fgs,-LLC/",,Aerospace and Defense,,Springfield,VA
1304,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,2,1,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=90a7e93319150e02&fccid=86b39e8431ac7b5f&vjs=3,Optimal,"Dearborn, MI",Data Scientist Analyst,https://www.indeed.com/cmp/Optimal/,2 to 10,,less than $1M (USD),Dearborn,MI
1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,4,1,0,0,2,1,1,0,0,0,https://www.indeed.com/rc/clk?jk=bb2cddbcb5d8daef&fccid=462555dec0279094&vjs=3,Unisys,"Sterling, VA 20166",Data Scientist,https://www.indeed.com/cmp/Unisys/,"10,000+",Internet and Software,$1B to $5B (USD),Sterling,VA
1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,https://www.indeed.com/rc/clk?jk=cd73803d394c6e1f&fccid=5d1506a5df73a48e&vjs=3,Argonne National Laboratory,"Lemont, IL 60439",Data Scientist - Life Sciences,https://www.indeed.com/cmp/Argonne-National-Laboratory/,1,Government,less than $1M (USD),Lemont,IL
1310,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,https://www.indeed.com/rc/clk?jk=4549c789057aa8f0&fccid=c6740ca0f8a588b9&vjs=3,RiVi Consulting Group,"New York, NY",Data Scientist,,,,,New York,NY
1311,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,https://www.indeed.com/rc/clk?jk=e9a2a756204da414&fccid=693e4534a328a646&vjs=3,Branch International,"San Francisco, CA",Data Scientist,,,,,San Francisco,CA
1312,2,0,0,0,0,0,0,3,0,0,1,1,1,1,0,3,2,2,2,3,1,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,6,4,2,0,2,2,2,2,0,2,0,https://www.indeed.com/rc/clk?jk=ff30d21dc48cb287&fccid=39b4b67c5b736173&vjs=3,DTE Energy,"Detroit, MI",Data Scientist,https://www.indeed.com/cmp/Dte-Energy/,"5,001 to 10,000",Energy and Utilities,$5B to $10B (USD),Detroit,MI
1313,2,0,0,1,0,0,0,2,0,0,1,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=403a455bcbe133bd&fccid=fa1b77b817c69294&vjs=3,Qikspace,United States,data scientist,,,,,United States,
1317,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=9fb24775fbb14c51&fccid=761c44c17d636bfe&vjs=3,Ford Motor Company,"Dearborn, MI 48126",Data Scientist - Smart Mobility Analytics,https://www.indeed.com/cmp/Ford-Motor-Company/,"10,000+",Auto,more than $10B (USD),Dearborn,MI
1321,0,0,1,0,1,1,0,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,1,0,1,0,3,1,https://www.indeed.com/rc/clk?jk=90390ac7d8efc48e&fccid=05d6cb8b919478a9&vjs=3,Noblis,"Reston, VA 20191",Data Scientist,https://www.indeed.com/cmp/Noblis/,"1,001 to 5,000",Organization,$100M to $500M (USD),Reston,VA
1322,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,https://www.indeed.com/rc/clk?jk=c2578ecf9e3d014d&fccid=70e16765341fb198&vjs=3,Options Clearing Corporation,"Chicago, IL",Data Scientist,https://www.indeed.com/cmp/Options-Clearing-Corporation/,"501 to 1,000",Banks and Financial Services,$100M to $500M (USD),Chicago,IL
1326,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,2,0,https://www.indeed.com/rc/clk?jk=030e1b2d19456fbf&fccid=1639254ea84748b5&vjs=3,Facebook,"New York, NY 10017","Data Scientist, Product Analytics",https://www.indeed.com/cmp/Facebook/,"10,000+",Internet and Software,more than $10B (USD),New York,NY
1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/company/Clarigent-Health/jobs/Data-Scientist-d335df277563ff72?fccid=85aed133115ad1da&vjs=3,Clarigent Health,"Mason, OH",Data Scientist,,,,,Mason,OH
1328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,https://www.indeed.com/rc/clk?jk=9dadead09dd81b25&fccid=1fe6101fb3165e36&vjs=3,GeneDx,"Gaithersburg, MD 20877",Genomic Data Scientist,https://www.indeed.com/cmp/Genedx/,11 to 50,Pharmaceuticals,$5M to $25M (USD),Gaithersburg,MD
1329,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,https://www.indeed.com/rc/clk?jk=f600c7d83c14e3e5&fccid=368c8a280b1e8cde&vjs=3,Tradeweb Markets LLC,"New York, NY 10036",Data Scientist,https://www.indeed.com/cmp/Tradeweb-Markets-LLC/,"501 to 1,000",,$100M to $500M (USD),New York,NY
1330,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,https://www.indeed.com/rc/clk?jk=40912873c6f48164&fccid=1b866506aec22461&vjs=3,HP,"Aguadilla, PR 00603",Data Scientist,https://www.indeed.com/cmp/HP/,"10,000+",Computers and Electronics,more than $10B (USD),Aguadilla,PR
1331,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,https://www.indeed.com/rc/clk?jk=1e58d06b2439173c&fccid=5434780ac3971e0d&vjs=3,,,Data Scientist,,,,,,
1332,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,https://www.indeed.com/rc/clk?jk=e530983f1d024f04&fccid=fe2d21eef233e94a&vjs=3,"Twitch Interactive, Inc.","San Francisco, CA",Data Scientist,https://www.indeed.com/cmp/Amazon.com/,"10,000+",Internet and Software,more than $10B (USD),San Francisco,CA
1333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,https://www.indeed.com/rc/clk?jk=e530983f1d024f04&fccid=fe2d21eef233e94a&vjs=3,"Twitch Interactive, Inc.","San Francisco, CA",Data Scientist,,,,,San Francisco,CA
1335,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,https://www.indeed.com/rc/clk?jk=e530983f1d024f04&fccid=fe2d21eef233e94a&vjs=3,,,Data Scientist,https://www.indeed.com/cmp/Amazon.com/,"10,000+",Internet and Software,more than $10B (USD),,
1336,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,https://www.indeed.com/rc/clk?jk=e530983f1d024f04&fccid=fe2d21eef233e94a&vjs=3,,,Data Scientist,,,,,,
1341,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,https://www.indeed.com/rc/clk?jk=a1792f92d5394399&fccid=838875e9df57e8c2&vjs=3,Virginia Tech Applied Research Corporation,"Arlington, VA 22203",Data Scientist,https://www.indeed.com/cmp/Virginia-Tech/,"5,001 to 10,000",Education and Schools,$1B to $5B (USD),Arlington,VA
