,python,jupyter,pandas,numpy,tensorflow,keras,sklearn,r,rstudio,tidyverse,java,c,c++,c#,fortran,sas,matlab,spss,stata,excel,hadoop,spark,hive,pig,scala,tableau,d3,bi,sql,nosql,mysql,postgresql,sql server,mongo,redis,cassandra,neo4j,html,css,javascript,ruby,php,api,aws,cloud,big data,machine learning,deep learning,ai,nlp,graph,data visual,predictive,model,data mining,simulation,forecast,statistic,math,computer science,economics,engineering,clearance,job,company,location,job title,Link,Employees size,Industry,Revenue,city,state
2887,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,5,1,https://www.indeed.com/rc/clk?jk=b16f445b707ae454&fccid=22122d7151be3fe4&vjs=3,SURVICE Engineering Company,"Lexington Park, MD 20653",Data Scientist,https://www.indeed.com/cmp/Survice-Engineering-Company/,201 to 500,Aerospace and Defense,$25M to $100M (USD),Lexington Park,MD
2888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,9,0,0,0,2,https://www.indeed.com/rc/clk?jk=a6eb2a22d16b52a2&fccid=651f884988e17fb1&vjs=3,US Department of Labor,"Washington, DC 20002",Supervisory Mathematical Statistician,https://www.indeed.com/cmp/US-Department-of-Labor/,"10,000+",Government,,Washington,DC
2889,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,2,1,1,1,0,https://www.indeed.com/rc/clk?jk=e6596c8249ddbd6c&fccid=e2a2a5c0f4f84192&vjs=3,Cleveland Clinic,"Cleveland, OH 44195",Data Scientist,https://www.indeed.com/cmp/Cleveland-Clinic/,"10,000+",Health Care,$1B to $5B (USD),Cleveland,OH
2890,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,1,0,0,1,0,0,0,1,1,1,0,0,0,https://www.indeed.com/rc/clk?jk=1cf84713f8af1a63&fccid=5d3ed74ca4598964&vjs=3,Sanofi,"Cambridge, MA 02142",Scientist Deep Data Analytics,https://www.indeed.com/cmp/Sanofi/,"10,000+",Pharmaceuticals,more than $10B (USD),Cambridge,MA
2891,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,https://www.indeed.com/rc/clk?jk=74f02c2ee1f88771&fccid=6602679598abef38&vjs=3,IBKR,"Greenwich, CT",Data Scientist (1650),https://www.indeed.com/cmp/Interactive-Brokers/,"1,001 to 5,000",Banks and Financial Services,$1B to $5B (USD),Greenwich,CT
2892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/company/InfoObjects-Inc/jobs/Data-Scientist-Local-Only-f011e54346199a4c?fccid=8e7392b3400e87c3&vjs=3,InfoObjects Inc,"El Segundo, CA",Data Scientist Locals Only,,,,,El Segundo,CA
2893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,2,0,0,0,0,0,0,0,1,0,https://www.indeed.com/rc/clk?jk=78bb059dc472b386&fccid=d3d3520998346837&vjs=3,UnitedHealth Group,"Washington, DC 20022",Sr Data Engineer,https://www.indeed.com/cmp/UnitedHealth-Group/,"10,000+",Health Care,more than $10B (USD),Washington,DC
2894,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,https://www.indeed.com/rc/clk?jk=50969682f723aba8&fccid=a5b4499d9e91a5c6&vjs=3,Google,"San Francisco, CA 94105","Analyst, Applied Data and Machine Learning",https://www.indeed.com/cmp/Google/,"10,000+",Internet and Software,more than $10B (USD),San Francisco,CA
2895,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,1,1,1,0,2,0,https://www.indeed.com/rc/clk?jk=d9a5bb89037efb61&fccid=1f157b764efd5aaf&vjs=3,Neurable Inc.,"Boston, MA",Lead Data Scientist,,,,,Boston,MA
2896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,https://www.indeed.com/rc/clk?jk=6c41880024ba1491&fccid=fd03a1a845b02aae&vjs=3,Mitre Corporation,"Bedford, MA 01730",Data Science / Ops Research / Statistics / Mathematics Intern - SUMMER 2020,https://www.indeed.com/cmp/Mitre-Corporation/,"5,001 to 10,000",Government,$1B to $5B (USD),Bedford,MA
2897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,1,0,3,0,https://www.indeed.com/rc/clk?jk=cca66786a20e3576&fccid=954ec31c08d7d711&vjs=3,Spry Health,"Palo Alto, CA",Data Scientist,,,,,Palo Alto,CA
2898,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,2,3,0,1,0,1,0,0,0,1,1,https://www.indeed.com/rc/clk?jk=9bfdfbc1e05b4810&fccid=363925de4600860a&vjs=3,"INNOVIM, LLC",Massachusetts,Data Science without Silos on Kessel Run,"https://www.indeed.com/cmp/Innovim,-LLC/",,,,Massachusetts,
2899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,https://www.indeed.com/rc/clk?jk=0512ff8002e799b8&fccid=847981292d623818&vjs=3,Red Arch Solutions,"Chantilly, VA",Data Scientist - Level 5 (DCGS),https://www.indeed.com/cmp/Red-Arch-Solutions/,51 to 200,Computers and Electronics,$5M to $25M (USD),Chantilly,VA
2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=fea1f35ad17fbc1c&fccid=ec4be61cc720b6f3&vjs=3,"The Cadmus Group, Inc.","Washington, DC",Data Scientist,,,,,Washington,DC
2901,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,https://www.indeed.com/rc/clk?jk=b8dbe7f6fe2956d1&fccid=16e19e47fd1dbf70&vjs=3,Duolingo University Programs,"Pittsburgh, PA","Data Scientist, New Graduate (2020)",,,,,Pittsburgh,PA
2902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,2,1,0,1,1,https://www.indeed.com/rc/clk?jk=72e30adcfdabc10c&fccid=9d650879d36fec83&vjs=3,Spin Systems,"Falls Church, VA 22042",Mid Level Data Scientist,https://www.indeed.com/cmp/Spin-Systems/,,,,Falls Church,VA
2906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,https://www.indeed.com/rc/clk?jk=17c54c8b0605e21c&fccid=49cf38e66ba2ac45&vjs=3,Qualia Investments,"New York, NY 10261",Data Scientist,,,,,New York,NY
2907,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,1,0,0,2,0,0,0,2,0,2,0,0,0,https://www.indeed.com/rc/clk?jk=ca427aefe0d2e895&fccid=dd66216a38e4eb38&vjs=3,Xandr,"Plano, TX",Professional Data Scientist - Applied Machine Learning and Advertising Modeling,,,,,Plano,TX
2908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/company/Gosvea/jobs/Business-Data-Analyst-a361a68a4db80f42?fccid=37dd93867d8858cd&vjs=3,Gosvea,"San Jose, CA 95113",Business Data Analyst,,,,,San Jose,CA
2909,3,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,1,0,1,1,0,0,2,3,1,0,1,1,https://www.indeed.com/rc/clk?jk=d09da38a05296590&fccid=e8f998ddd15bac9c&vjs=3,Parsons,"Aberdeen, MD",Data Scientist / Research Scientist,https://www.indeed.com/cmp/Parsons/,"10,000+",Construction,$1B to $5B (USD),Aberdeen,MD
2910,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,2,0,0,https://www.indeed.com/rc/clk?jk=49bd4c6d2002f853&fccid=90344e51e9e06acc&vjs=3,Wealthfront,"Palo Alto, CA 94301",Data Scientist - Optimization,,,,,Palo Alto,CA
2911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=5e657373d2daac97&fccid=2a341562d64c7cdb&vjs=3,University of California San Francisco,"San Francisco, CA",Data Scientist,https://www.indeed.com/cmp/University-of-California---SAN-Francisco/,"10,000+",Education and Schools,$25M to $100M (USD),San Francisco,CA
2912,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=5d1872e4e49572a5&fccid=91bbe5abd5c92a78&vjs=3,Mode,"San Francisco, CA",Data Scientist,https://www.indeed.com/cmp/Mode/,51 to 200,,,San Francisco,CA
2913,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,https://www.indeed.com/rc/clk?jk=07b1df312faf85e5&fccid=69a47e698e5e15c3&vjs=3,Ancore,"Franklin, TN",Data Scientist,,,,,Franklin,TN
2914,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,https://www.indeed.com/rc/clk?jk=3342c5fd5875aa37&fccid=9e6cc9e51c2613ab&vjs=3,Grid Dynamics,"Atlanta, GA",Senior Data Scientist,,,,,Atlanta,GA
2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=ac7426ed5642b576&fccid=d6e9c6cbc99139ec&vjs=3,devwrx,"Chicago, IL",Data Scientist,,,,,Chicago,IL
2916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=7bdac913950165bc&fccid=81b9965fdba40997&vjs=3,Clinc,"Ann Arbor, MI",Data Scientist,,,,,Ann Arbor,MI
2920,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=93314e49460f9474&fccid=477f42bf51f254ef&vjs=3,Vertiv Co.,"Westerville, OH",Data Scientist,https://www.indeed.com/cmp/Vertiv/,"1,001 to 5,000",Telecommunications,,Westerville,OH
2921,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,1,0,0,1,1,1,0,1,0,https://www.indeed.com/rc/clk?jk=879a6d4ead0ec42f&fccid=ad746d6ee9a7a1e2&vjs=3,Vanda Pharmaceuticals Inc.,"Washington, DC 20037",Data Scientist,,,,,Washington,DC
2922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"https://www.indeed.com/company/ShipMatrix,-Inc./jobs/Data-Analyst-a2d5ec51dda62ee4?fccid=dd673fda2119a50d&vjs=3","ShipMatrix, Inc.","Pittsburgh, PA",Data Analyst (N. Pittsburgh),,,,,Pittsburgh,PA
2923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=3820cb3051c0ef58&fccid=c1099851e9794854&vjs=3,Apple,"Santa Clara Valley, CA 95014","Data Scientist - Fraud Engineering, Algorithms, and Risk",https://www.indeed.com/cmp/Apple/,"10,000+",Computers and Electronics,more than $10B (USD),Santa Clara Valley,CA
2927,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,https://www.indeed.com/rc/clk?jk=fa1e1f126f69be85&fccid=c73e80f53e2f7070&vjs=3,Royce Geospatial,"Tampa, FL 33621",GEOINT Data Scientist,https://www.indeed.com/cmp/Royce-Geospatial/,,,,Tampa,FL
2928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=e720b932f93ebcbd&fccid=2a341562d64c7cdb&vjs=3,University of California San Francisco,"San Francisco, CA",Research Data Scientist,https://www.indeed.com/cmp/University-of-California---SAN-Francisco/,"10,000+",Education and Schools,$25M to $100M (USD),San Francisco,CA
2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=e720b932f93ebcbd&fccid=2a341562d64c7cdb&vjs=3,University of California San Francisco,"San Francisco, CA",Research Data Scientist,,,,,San Francisco,CA
2988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=e720b932f93ebcbd&fccid=2a341562d64c7cdb&vjs=3,,,Research Data Scientist,https://www.indeed.com/cmp/University-of-California---SAN-Francisco/,"10,000+",Education and Schools,$25M to $100M (USD),,
2994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=e720b932f93ebcbd&fccid=2a341562d64c7cdb&vjs=3,,,Research Data Scientist,,,,,,
3028,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,https://www.indeed.com/rc/clk?jk=e805272af32c61e2&fccid=f7f1b9efd00a133c&vjs=3,"InSequence, Inc","Springfield, VA 22150",Statistician/Data Scientist,,,,,Springfield,VA
3029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,https://www.indeed.com/rc/clk?jk=7edddbc4dee53f3b&fccid=bba0bf9c78c8d8c1&vjs=3,Valley Children's Healthcare,"Madera, CA 93636",Clinical Informatics Data Scientist,https://www.indeed.com/cmp/Valley-Children%27s-Healthcare/,"1,001 to 5,000",Health Care,$500M to $1B (USD),Madera,CA
3030,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,https://www.indeed.com/company/Food-and-Drug-Administration-(FDA)/jobs/Machine-Learning-Researcher-7eb68ae73ac09623?fccid=0db330ed64c0859b&vjs=3,Food and Drug Administration (FDA),"Silver Spring, MD",Machine Learning (ML) Researcher,https://www.indeed.com/cmp/Food-and-Drug-Administration-%28fda%29/,,,,Silver Spring,MD
3031,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=224e9b10e2dcb14b&fccid=0ff890d2b9eda516&vjs=3,Enable Data,"Minneapolis, MN 55414",Data Scientist,,,,,Minneapolis,MN
3032,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,https://www.indeed.com/rc/clk?jk=d1711bc0173d75d0&fccid=b85c5070c3d3d8c8&vjs=3,Capital One - US,"McLean, VA","Principal Associate, Data Scientist",https://www.indeed.com/cmp/Capital-One/,"10,000+",Banks and Financial Services,more than $10B (USD),McLean,VA
3033,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,https://www.indeed.com/rc/clk?jk=68fca3733cec9abd&fccid=d81ffc39c84ae85d&vjs=3,id Software,"Dallas, TX",Data Scientist,https://www.indeed.com/cmp/Id-Software/,51 to 200,,$5M to $25M (USD),Dallas,TX
3034,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,2,0,0,0,3,0,https://www.indeed.com/rc/clk?jk=bffc50fbd7e7024a&fccid=f766f8bfbc3effb7&vjs=3,Uber,"New York, NY 10018",2020 PhD Data Scientist Internship - Uber Eats (New York),https://www.indeed.com/cmp/Uber/,"10,000+",Internet and Software,$500M to $1B (USD),New York,NY
3038,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,1,0,https://www.indeed.com/rc/clk?jk=1f3c72c7091373ea&fccid=9725fea546053a12&vjs=3,Trinity Health,"Livonia, MI 48152",Data Scientist,https://www.indeed.com/cmp/Trinity-Health/,"10,000+",Health Care,$1B to $5B (USD),Livonia,MI
3042,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,3,0,0,1,1,0,0,0,0,0,0,0,2,0,https://www.indeed.com/rc/clk?jk=dfdeb7a324a673fc&fccid=b19228910877f585&vjs=3,Entromy,"Boston, MA",Data Scientist— NLP Specialist,,,,,Boston,MA
3043,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,5,2,https://www.indeed.com/rc/clk?jk=c76a32282c755cd7&fccid=4e041af1d0af1bc8&vjs=3,Booz Allen Hamilton,"Annapolis Junction, MD",Central Maryland Summer Games 2020 Data Scientist Intern,https://www.indeed.com/cmp/Booz-Allen-Hamilton/,"10,000+",Consulting and Business Services,$5B to $10B (USD),Annapolis Junction,MD
3044,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,https://www.indeed.com/rc/clk?jk=1d3b320f106d0ffe&fccid=40ef086ccdfb6053&vjs=3,eviCore healthcare,"Boston, MA",Prinicipal Machine Learning Data Scientist,https://www.indeed.com/cmp/Evicore-Healthcare/,"1,001 to 5,000",Health Care,,Boston,MA
3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,https://www.indeed.com/rc/clk?jk=fbebd3894d959888&fccid=76f9e09af8745420&vjs=3,Byte Systems,"Reston, VA 20190",Data Scientist,,,,,Reston,VA
3166,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,https://www.indeed.com/rc/clk?jk=0e07149261db327d&fccid=29269ea3f8c41416&vjs=3,Osmo,"Palo Alto, CA",Data Scientist,,,,,Palo Alto,CA
3170,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,2,0,5,0,https://www.indeed.com/rc/clk?jk=bff557c51225db7d&fccid=d9ab26b1088c88d5&vjs=3,Maine Technology Users Group,"Berwick, ME",Data Scientist,,,,,Berwick,ME
3174,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=479a05f649a309d4&fccid=ea4b9d43d2edf4b3&vjs=3,Øptimus Consulting,"Alexandria, VA 22314",Data Science Fellow,,,,,Alexandria,VA
3183,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,https://www.indeed.com/rc/clk?jk=b7504aea678272bb&fccid=ae5846795845a70d&vjs=3,Inside Real Estate,"Draper, UT 84020",Data Scientist,https://www.indeed.com/cmp/Inside-Real-Estate/,2 to 10,Real Estate,,Draper,UT
3264,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,2,1,1,0,3,0,https://www.indeed.com/rc/clk?jk=66955c74ee339b27&fccid=1ddb91d85c72e885&vjs=3,ExxonMobil,"Spring, TX",Data Scientist (PhD),https://www.indeed.com/cmp/Exxonmobil/,"10,000+",Energy and Utilities,more than $10B (USD),Spring,TX
3268,3,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,2,4,1,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,1,1,1,3,6,2,1,0,0,0,2,6,1,1,1,1,2,1,0,1,0,https://www.indeed.com/rc/clk?jk=fe16a619fcab133c&fccid=d30328706976dba9&vjs=3,Stanley Black & Decker,"Towson, MD",Data Scientist,https://www.indeed.com/cmp/Stanley-Black-&-Decker/,"10,000+",Industrial Manufacturing,more than $10B (USD),Towson,MD
3269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=55c10d1034fe0b5b&fccid=1e01277d9001512a&vjs=3,Primesys Technologies,"South Plainfield, NJ",Data Scientist,,,,,South Plainfield,NJ
